Project ID,Class,Requirement
2478,SR,"'The system shall enforce password complexity requirements including uppercase, lowercase, numbers, and special characters to prevent exploitation by malicious actors.'"
136,NSR,'The CNG and the CPN shall be able to support parental control related functionalities limiting the use of the broadband connection on a user or time basis. Limitations on a content basis may be shared with devoted network servers.'
1349,NSR,'The interface shall display clear error messages that guide the user toward resolution.'
1057,NSR,'The platform must allow users to schedule automated monitoring at configured intervals.'
1568,SR,'The system must implement secure communication channels using TLS protocol to ensure confidentiality and integrity of sensitive data.'
2427,SR,'The tool must provide secure password reset functionality using verified email or OTP using industry-standard cryptographic techniques.'
1443,SR,'The platform must enforce network segmentation policies to limit lateral movement.'
1188,NSR,'The system should achieve an uptime of at least 1% measured over a rolling monthly period.'
742,NSR,'The software shall provide a simple three-step workflow for file submission tasks.'
1125,SR,'The system will be easily updatable with security patches without disrupting service to prevent exploitation by malicious actors.'
1486,SR,'The component will digitally sign all configuration to ensure authenticity and non-repudiation to mitigate the risk of data breaches.'
2165,NSR,'The tool must support bulk submission of tasks for batch authentication processing.'
1863,NSR,'The service will complete database queries in under 30 milliseconds for datasets of up to 5 records.'
872,NSR,'The interface shall display progress indicators during long-running analysis operations.'
892,NSR,'The tool should send a confirmation email to newly registered users with an activation link.'
1259,SR,'The application must monitor file system changes to detect ransomware encryption activity to protect against unauthorized access.'
2710,NSR,'The tool will allow users to view the history of previously submitted applications.'
2239,NSR,'The interface must display real-time malware analysis status updates without requiring page refresh.'
2687,NSR,'The portal should provide a user-friendly graphical user interface (GUI) for ease of use.'
662,NSR,'The interface will allow users to filter and search through vulnerability records efficiently.'
1806,SR,'The system must generate integrity reports for session stored in the system to protect against unauthorized access.'
58,NSR,'The system has clearly defined links and buttons that show the various functionalities that the user may require. '
